Date,Open,High,Low,Close,Volume,Adj Close
2013-04-17,2811.33,2812.46,2765.45,2781.98,000,1993.63
2013-04-16,2815.65,2839.38,2810.02,2838.41,000,2034.07
2013-04-15,2841.26,2849.16,2796.39,2797.47,000,2004.73
2013-04-12,2854.47,2857.35,2834.46,2856.48,000,2047.02
2013-04-11,2850.39,2863.66,2848.03,2859.07,000,2048.88
2013-04-10,2812.51,2862.32,2811.85,2859.21,000,2048.98
2013-04-09,2793.86,2815.07,2780.20,2804.67,000,2009.89
2013-04-08,2772.30,2786.13,2764.34,2786.13,000,1996.61
2013-04-05,2749.64,2774.54,2744.26,2771.75,000,1986.30
2013-04-04,2794.41,2800.59,2779.34,2794.92,000,2002.91
2013-04-03,2821.97,2825.28,2787.27,2795.04,000,2002.99
2013-04-02,2809.00,2828.64,2808.72,2820.62,000,2021.32
2013-04-01,2819.78,2821.48,2789.76,2797.07,000,2004.45
2013-03-29,2818.69,2818.69,2818.69,2818.69,000,2019.94
2013-03-28,2809.49,2820.67,2804.53,2818.69,000,2019.94
2013-03-27,2786.66,2811.79,2783.86,2809.98,000,2013.70
2013-03-26,2803.23,2807.18,2796.39,2806.50,000,2011.20
2013-03-25,2810.75,2816.55,2778.78,2789.45,000,1998.99
2013-03-22,2787.27,2803.96,2783.69,2800.81,000,2007.13
2013-03-21,2779.57,2787.85,2768.79,2774.85,000,1988.52
2013-03-20,2808.93,2811.48,2794.23,2805.91,000,2010.78
2013-03-19,2801.10,2807.00,2763.12,2787.27,000,1997.42
2013-03-18,2771.53,2803.45,2767.48,2792.30,000,2001.03
2013-03-15,2810.04,2810.24,2792.23,2799.41,000,2006.12
2013-03-14,2806.41,2812.29,2801.36,2807.30,000,2011.78
2013-03-13,2801.41,2807.70,2787.72,2798.68,000,2005.60
2013-03-12,2803.47,2809.53,2788.22,2800.81,000,2007.13
2013-03-11,2798.13,2812.05,2791.39,2811.86,000,2015.04
2013-03-08,2809.33,2812.73,2792.13,2804.11,000,2009.49
2013-03-07,2794.69,2804.03,2790.04,2799.49,000,2006.18
2013-03-06,2808.11,2808.18,2788.68,2792.56,000,2001.21
2013-03-05,2776.28,2803.35,2776.12,2799.25,000,2006.01
2013-03-04,2738.21,2759.84,2734.92,2759.53,000,1977.54
2013-03-01,2725.38,2751.22,2713.49,2747.75,000,1969.10
2013-02-28,2742.38,2761.28,2738.22,2738.58,000,1962.53
2013-02-27,2714.45,2757.61,2710.19,2741.26,000,1964.45
2013-02-26,2708.80,2718.06,2689.83,2713.02,000,1944.21
2013-02-25,2756.19,2763.96,2700.97,2700.97,000,1935.58
2013-02-22,2726.27,2737.28,2715.47,2737.28,000,1961.60
2013-02-21,2730.10,2731.25,2700.32,2711.51,000,1943.13
2013-02-20,2781.00,2782.45,2739.27,2739.99,000,1963.54
2013-02-19,2770.70,2782.86,2766.86,2782.86,000,1994.26
2013-02-18,2764.67,2764.67,2764.67,2764.67,000,1981.23
2013-02-15,2772.56,2779.07,2756.43,2764.67,000,1981.23
2013-02-14,2760.12,2776.49,2759.74,2771.43,000,1986.07
2013-02-13,2770.70,2783.19,2765.04,2773.77,000,1987.75
2013-02-12,2771.16,2776.71,2761.41,2762.62,000,1979.76
2013-02-11,2774.44,2777.13,2766.31,2774.64,000,1988.37
2013-02-08,2761.05,2780.13,2760.39,2775.56,000,1989.03
2013-02-07,2746.02,2749.14,2716.36,2746.50,000,1968.21
2013-02-06,2745.38,2758.25,2738.47,2746.35,000,1968.10
2013-02-05,2727.82,2762.86,2720.79,2754.99,000,1974.29
2013-02-04,2749.40,2755.65,2715.51,2715.68,000,1946.12
2013-02-01,2751.19,2768.63,2740.65,2763.96,000,1980.72
2013-01-31,2736.13,2751.11,2730.07,2731.53,000,1957.48
2013-01-30,2748.63,2757.09,2732.05,2738.71,000,1962.62
2013-01-29,2739.39,2749.44,2722.52,2743.58,000,1966.11
2013-01-28,2737.62,2752.54,2735.21,2742.43,000,1965.29
2013-01-25,2731.33,2745.09,2726.73,2736.73,000,1961.20
2013-01-24,2724.20,2748.36,2719.83,2723.53,000,1951.75
2013-01-23,2761.98,2769.31,2756.59,2762.17,000,1979.44
2013-01-22,2744.27,2747.52,2726.86,2746.19,000,1967.98
2013-01-21,2743.24,2743.24,2743.24,2743.24,000,1965.87
2013-01-18,2735.90,2743.54,2728.07,2743.24,000,1965.87
2013-01-17,2746.19,2756.68,2740.07,2747.15,000,1968.67
2013-01-16,2725.63,2742.33,2721.62,2734.73,000,1959.77
2013-01-15,2721.29,2726.27,2710.80,2722.98,000,1951.35
2013-01-14,2733.46,2743.35,2724.07,2735.70,000,1960.47
2013-01-11,2743.57,2749.36,2738.00,2748.26,000,1969.47
2013-01-10,2746.68,2749.19,2719.68,2744.18,000,1966.54
2013-01-09,2724.17,2735.42,2720.05,2727.65,000,1954.70
2013-01-08,2724.76,2730.16,2703.75,2718.72,000,1948.30
2013-01-07,2713.44,2727.68,2707.11,2724.22,000,1952.24
2013-01-04,2730.53,2732.16,2716.04,2724.49,000,1952.43
2013-01-03,2742.13,2750.82,2723.67,2732.26,000,1958.00
2013-01-02,2727.67,2746.50,2716.30,2746.47,000,1968.18
2013-01-01,2660.93,2660.93,2660.93,2660.93,000,1906.88
2012-12-31,2600.92,2665.73,2598.57,2660.93,000,1906.88
2012-12-28,2612.19,2631.71,2604.96,2606.36,000,1867.78
2012-12-27,2636.35,2641.11,2599.63,2632.94,000,1886.83
2012-12-26,2657.41,2663.56,2627.52,2637.18,000,1889.87
2012-12-25,2658.05,2658.05,2658.05,2658.05,000,1904.82
2012-12-24,2658.65,2662.03,2653.58,2658.05,000,1904.82
2012-12-21,2641.96,2667.70,2639.65,2664.67,000,1909.57
2012-12-20,2697.60,2698.71,2679.55,2693.55,000,1930.26
2012-12-19,2709.61,2713.39,2690.99,2690.99,000,1928.43
2012-12-18,2675.44,2708.48,2669.83,2705.39,000,1938.75
2012-12-17,2629.76,2664.72,2627.37,2664.26,000,1909.27
2012-12-14,2635.91,2643.97,2620.08,2628.09,000,1883.35
2012-12-13,2667.36,2688.44,2643.14,2654.01,000,1901.93
2012-12-12,2694.40,2694.43,2668.51,2674.57,000,1916.66
2012-12-11,2665.98,2696.90,2664.10,2682.07,000,1922.03
2012-12-10,2634.54,2661.35,2632.25,2647.57,000,1897.31
2012-12-07,2667.44,2671.57,2631.47,2640.54,000,1892.27
2012-12-06,2631.16,2663.01,2623.62,2656.30,000,1903.57
2012-12-05,2660.68,2663.44,2624.51,2637.89,000,1890.37
2012-12-04,2671.12,2674.03,2651.46,2667.89,000,1911.87
2012-12-03,2697.44,2699.04,2669.83,2671.84,000,1914.70
2012-11-30,2680.55,2682.36,2668.17,2677.88,000,1919.03
2012-11-29,2677.63,2688.95,2667.31,2680.03,000,1920.57
2012-11-28,2627.57,2666.31,2613.22,2665.27,000,1910.00
2012-11-27,2649.94,2659.35,2637.60,2641.42,000,1892.90
2012-11-26,2634.43,2652.07,2626.06,2651.67,000,1900.25
2012-11-23,2617.87,2640.39,2614.24,2639.59,000,1891.59
2012-11-22,2600.48,2600.48,2600.48,2600.48,000,1863.57
2012-11-21,2596.02,2604.51,2587.86,2600.48,000,1863.57
2012-11-20,2592.27,2598.47,2570.66,2594.66,000,1859.39
2012-11-19,2564.23,2596.75,2562.52,2595.83,000,1860.23
2012-11-16,2525.89,2541.34,2494.38,2534.16,000,1816.04
2012-11-15,2534.24,2542.17,2514.86,2524.36,000,1809.02
2012-11-14,2574.62,2577.57,2528.36,2531.87,000,1814.40
2012-11-13,2558.86,2586.59,2554.52,2561.86,000,1835.89
2012-11-12,2596.57,2600.65,2575.61,2582.77,000,1850.87
2012-11-09,2574.87,2610.17,2571.86,2584.10,000,1851.83
2012-11-08,2620.25,2626.42,2572.43,2572.57,000,1843.56
2012-11-07,2647.51,2651.26,2602.29,2612.69,000,1872.31
2012-11-06,2676.15,2696.46,2668.45,2681.05,000,1921.30
2012-11-05,2657.73,2678.94,2651.37,2672.91,000,1915.47
2012-11-02,2701.91,2701.91,2654.97,2656.28,000,1903.55
2012-11-01,2661.05,2690.72,2657.11,2687.52,000,1925.94
2012-10-31,2663.56,2665.88,2639.63,2647.92,000,1897.56
2012-10-30,2665.83,2665.83,2665.83,2665.83,000,1910.40
2012-10-29,2665.83,2665.83,2665.83,2665.83,000,1910.40
2012-10-26,2657.91,2675.92,2636.83,2665.83,000,1910.40
2012-10-25,2677.13,2679.81,2649.19,2657.66,000,1904.54
2012-10-24,2685.55,2686.51,2653.43,2655.55,000,1903.03
2012-10-23,2670.94,2689.48,2658.77,2666.02,000,1910.53
2012-10-22,2678.89,2699.08,2671.50,2694.56,000,1930.99
2012-10-19,2741.58,2741.58,2675.57,2678.32,000,1919.35
2012-10-18,2770.05,2775.83,2734.60,2744.17,000,1966.54
2012-10-17,2763.70,2784.81,2760.30,2775.62,000,1989.07
2012-10-16,2746.14,2781.01,2743.45,2778.38,000,1991.05
2012-10-15,2729.20,2742.70,2713.22,2739.87,000,1963.46
2012-10-12,2719.69,2734.40,2714.17,2720.14,000,1949.32
2012-10-11,2750.81,2750.81,2718.49,2719.21,000,1948.65
2012-10-10,2743.58,2749.42,2724.38,2728.54,000,1955.34
2012-10-09,2781.81,2781.81,2736.98,2741.92,000,1964.92
2012-10-08,2797.33,2801.85,2781.38,2786.92,000,1997.17
2012-10-05,2840.19,2845.97,2806.44,2811.94,000,2015.10
2012-10-04,2824.89,2835.33,2814.45,2828.60,000,2027.04
2012-10-03,2810.16,2822.56,2797.28,2818.84,000,2020.05
2012-10-02,2807.08,2812.21,2779.01,2799.29,000,2006.04
2012-10-01,2811.45,2827.61,2784.54,2794.28,000,2002.45
2012-09-28,2812.82,2820.36,2795.54,2799.19,000,2005.97
2012-09-27,2790.78,2827.00,2784.62,2821.60,000,2022.02
2012-09-26,2798.93,2802.28,2768.58,2781.63,000,1993.38
2012-09-25,2851.65,2858.68,2804.13,2804.53,000,2009.79
2012-09-24,2836.35,2849.61,2832.53,2843.98,000,2038.06
2012-09-21,2874.53,2878.38,2859.55,2861.64,000,2050.72
2012-09-20,2850.44,2863.67,2842.59,2861.70,000,2050.76
2012-09-19,2858.54,2871.10,2850.32,2864.03,000,2052.43
2012-09-18,2852.42,2859.34,2848.91,2857.38,000,2047.67
2012-09-17,2857.52,2857.52,2846.17,2856.44,000,2046.99
2012-09-14,2841.82,2865.37,2839.48,2855.23,000,2046.12
2012-09-13,2796.72,2841.68,2792.18,2831.35,000,2029.01
2012-09-12,2794.38,2798.97,2775.40,2791.68,000,2000.58
2012-09-11,2789.09,2799.85,2780.24,2784.89,000,1995.72
2012-09-10,2821.03,2823.34,2787.33,2788.35,000,1998.20
2012-09-07,2823.22,2829.95,2817.48,2825.11,000,2024.54
2012-09-06,2785.01,2829.71,2784.81,2829.71,000,2027.84
2012-09-05,2769.19,2780.56,2760.66,2766.95,000,1982.86
2012-09-04,2766.93,2781.08,2744.29,2772.03,000,1986.50
2012-09-03,2772.24,2772.24,2772.24,2772.24,000,1986.65
2012-08-31,2773.24,2785.08,2746.68,2772.24,000,1986.65
2012-08-30,2771.44,2772.62,2751.53,2753.74,000,1973.39
2012-08-29,2782.98,2790.17,2771.99,2784.00,000,1995.08
2012-08-28,2779.17,2790.51,2772.25,2782.69,000,1994.14
2012-08-27,2792.00,2794.27,2777.36,2782.55,000,1994.04
2012-08-24,2754.43,2785.34,2750.64,2778.05,000,1990.82
2012-08-23,2773.98,2780.71,2755.14,2762.02,000,1979.33
2012-08-22,2765.10,2790.30,2759.14,2783.42,000,1994.66
2012-08-21,2791.74,2802.91,2762.90,2772.20,000,1986.62
2012-08-20,2777.71,2784.57,2767.73,2784.33,000,1995.32
2012-08-17,2775.53,2780.77,2767.04,2780.30,000,1992.43
2012-08-16,2743.88,2774.22,2742.82,2768.09,000,1983.68
2012-08-15,2724.71,2739.14,2724.71,2735.47,000,1960.30
2012-08-14,2737.85,2742.83,2721.12,2727.79,000,1954.80
2012-08-13,2721.49,2728.88,2708.38,2728.68,000,1955.44
2012-08-10,2710.55,2722.96,2704.91,2722.96,000,1951.34
2012-08-09,2712.97,2724.43,2708.24,2719.61,000,1948.94
2012-08-08,2707.29,2721.02,2705.47,2714.02,000,1944.93
2012-08-07,2705.97,2727.31,2701.90,2717.16,000,1947.18
2012-08-06,2686.38,2705.71,2681.72,2694.09,000,1930.65
2012-08-03,2664.69,2684.58,2657.50,2676.00,000,1917.68
2012-08-02,2616.04,2650.98,2606.54,2625.52,000,1881.51
2012-08-01,2660.49,2661.84,2625.08,2635.13,000,1888.40
2012-07-31,2643.28,2657.27,2640.26,2642.53,000,1893.70
2012-07-30,2642.12,2642.12,2642.12,2642.12,000,1893.41
2012-07-27,2647.03,2647.03,2647.03,2647.03,000,1896.92
2012-07-26,2584.85,2584.85,2584.85,2584.85,000,1852.36
2012-07-25,2549.21,2549.21,2549.21,2549.21,000,1826.82
2012-07-24,2567.46,2567.46,2567.46,2567.46,000,1839.90
2012-07-23,2575.29,2596.61,2549.96,2589.93,000,1856.00
2012-07-20,2654.60,2654.60,2618.04,2618.05,000,1876.16
2012-07-19,2645.34,2663.12,2639.41,2655.81,000,1903.22
2012-07-18,2586.86,2633.02,2585.48,2625.88,000,1881.77
2012-07-17,2591.78,2598.47,2554.34,2591.65,000,1857.24
2012-07-16,2579.96,2589.57,2567.45,2577.06,000,1846.78
2012-07-13,2545.98,2589.93,2545.98,2584.97,000,1852.45
2012-07-12,2561.68,2561.68,2522.89,2545.30,000,1824.02
2012-07-11,2580.07,2587.02,2549.05,2570.99,000,1842.43
2012-07-10,2620.33,2630.03,2574.26,2585.52,000,1852.84
2012-07-09,2610.38,2620.22,2597.27,2610.31,000,1870.61
2012-07-06,2635.65,2636.96,2596.10,2612.29,000,1872.03
2012-07-05,2643.63,2660.26,2629.91,2647.47,000,1897.24
2012-07-04,2645.84,2645.84,2645.84,2645.84,000,1896.07
2012-07-03,2623.46,2645.84,2621.77,2645.84,000,1896.07
2012-07-02,2616.52,2625.26,2604.90,2625.03,000,1881.16
2012-06-29,2566.84,2615.82,2566.84,2615.72,000,1874.49
2012-06-28,2565.53,2565.53,2510.37,2536.65,000,1817.82
2012-06-27,2558.67,2576.09,2557.09,2565.53,000,1838.52
2012-06-26,2541.21,2556.92,2531.60,2549.84,000,1827.28
2012-06-25,2562.98,2563.09,2527.01,2533.54,000,1815.59
2012-06-22,2562.28,2587.00,2559.26,2585.53,000,1852.85
2012-06-21,2619.98,2622.76,2554.65,2556.96,000,1832.38
2012-06-20,2625.00,2633.21,2603.32,2623.33,000,1879.94
2012-06-19,2606.43,2630.86,2605.16,2620.83,000,1878.15
2012-06-18,2570.98,2599.52,2554.83,2592.52,000,1857.86
2012-06-15,2543.85,2572.84,2542.51,2571.23,000,1842.60
2012-06-14,2529.28,2547.31,2515.17,2539.97,000,1820.20
2012-06-13,2541.72,2557.31,2519.69,2527.44,000,1811.22
2012-06-12,2523.01,2546.83,2510.75,2546.20,000,1824.67
2012-06-11,2578.73,2579.23,2513.67,2517.18,000,1803.87
2012-06-08,2529.42,2561.57,2522.39,2559.21,000,1833.99
2012-06-07,2569.24,2570.48,2531.95,2535.41,000,1816.93
2012-06-06,2504.08,2546.32,2504.08,2546.32,000,1824.75
2012-06-05,2467.81,2492.53,2467.66,2487.50,000,1782.60
2012-06-04,2458.97,2480.97,2443.92,2478.13,000,1775.89
2012-06-01,2510.82,2510.82,2458.73,2458.83,000,1762.06
2012-05-31,2535.87,2540.40,2507.58,2524.87,000,1809.38
2012-05-30,2538.58,2546.01,2522.45,2537.40,000,1818.36
2012-05-29,2542.66,2570.79,2536.62,2558.97,000,1833.82
2012-05-28,2527.05,2527.05,2527.05,2527.05,000,1810.94
2012-05-25,2532.32,2537.56,2520.17,2527.05,000,1810.94
2012-05-24,2531.35,2531.35,2531.35,2531.35,000,1814.02
2012-05-23,2534.66,2553.19,2499.30,2547.08,000,1825.30
2012-05-22,2553.58,2562.48,2524.11,2539.20,000,1819.65
2012-05-21,2482.31,2547.69,2478.36,2545.43,000,1824.11
2012-05-18,2509.90,2523.15,2474.70,2478.53,000,1776.17
2012-05-17,2562.13,2567.55,2509.05,2509.05,000,1798.04
2012-05-16,2589.91,2597.16,2558.69,2561.56,000,1835.67
2012-05-15,2589.96,2617.23,2576.77,2580.75,000,1849.43
2012-05-14,2593.75,2611.37,2587.78,2590.28,000,1856.26
2012-05-11,2606.01,2643.22,2604.99,2615.98,000,1874.67
2012-05-10,2631.97,2631.97,2606.79,2616.24,000,1874.86
2012-05-09,2600.19,2635.71,2588.97,2621.35,000,1878.52
2012-05-08,2624.35,2638.30,2587.53,2629.87,000,1884.63
2012-05-07,2622.67,2651.74,2620.96,2639.28,000,1891.37
2012-05-04,2682.37,2683.25,2637.73,2637.92,000,1890.40
2012-05-03,2737.04,2737.14,2697.78,2704.59,000,1938.17
2012-05-02,2719.25,2736.30,2715.75,2734.77,000,1959.80
2012-05-01,2719.25,2756.81,2715.75,2726.92,000,1954.17
2012-04-30,2731.26,2737.54,2720.44,2723.68,000,1951.85
2012-04-27,2737.57,2750.50,2723.16,2741.34,000,1964.51
2012-04-26,2709.88,2731.73,2705.91,2725.23,000,1952.96
2012-04-25,2694.86,2710.87,2691.12,2709.62,000,1941.78
2012-04-24,2647.91,2659.52,2628.96,2638.73,000,1890.98
2012-04-23,2651.13,2657.36,2629.70,2653.50,000,1901.56
2012-04-20,2699.55,2712.01,2674.66,2676.04,000,1917.71
2012-04-19,2707.89,2738.59,2676.09,2686.82,000,1925.44
2012-04-18,2714.66,2732.03,2707.91,2716.14,000,1946.45
2012-04-17,2678.58,2731.38,2675.14,2723.58,000,1951.78
2012-04-16,2713.89,2713.89,2660.96,2670.10,000,1913.46
2012-04-13,2730.74,2731.35,2698.11,2698.99,000,1934.16
2012-04-12,2715.04,2743.41,2711.04,2740.26,000,1963.73
2012-04-11,2719.48,2726.94,2702.97,2708.13,000,1940.71
2012-04-10,2738.44,2749.51,2688.21,2695.12,000,1931.39
2012-04-09,2726.08,2751.44,2722.77,2739.98,000,1963.53
2012-04-06,2762.50,2762.50,2762.50,2762.50,000,1979.67
2012-04-05,2740.70,2764.21,2739.10,2762.50,000,1979.67
2012-04-04,2759.33,2762.73,2729.21,2745.00,000,1967.13
2012-04-03,2786.14,2795.35,2767.05,2782.78,000,1994.21
2012-04-02,2752.25,2787.25,2747.54,2784.42,000,1995.38
2012-03-30,2773.93,2774.52,2744.47,2755.27,000,1974.49
2012-03-29,2756.44,2769.83,2741.32,2762.05,000,1979.35
2012-03-28,2785.98,2794.00,2754.97,2770.97,000,1985.74
2012-03-27,2779.67,2793.44,2778.91,2782.12,000,1993.73
2012-03-26,2746.98,2778.02,2746.43,2778.02,000,1990.79
2012-03-23,2734.68,2734.68,2714.60,2728.55,000,1955.34
2012-03-22,2720.66,2737.83,2719.74,2731.50,000,1957.46
2012-03-21,2739.40,2752.46,2733.91,2736.88,000,1961.31
2012-03-20,2719.40,2740.35,2711.10,2737.63,000,1961.85
2012-03-19,2716.98,2738.22,2710.63,2733.26,000,1958.72
2012-03-16,2715.71,2719.61,2706.96,2712.78,000,1944.04
2012-03-15,2716.19,2720.49,2701.65,2714.79,000,1945.48
2012-03-14,2701.08,2717.86,2690.40,2708.41,000,1940.91
2012-03-13,2665.30,2697.64,2658.09,2697.43,000,1933.04
2012-03-12,2646.98,2651.64,2635.76,2646.85,000,1896.79
2012-03-09,2641.15,2651.98,2639.60,2646.85,000,1896.79
2012-03-08,2623.45,2643.89,2618.47,2637.18,000,1889.87
2012-03-07,2599.85,2614.23,2597.23,2607.85,000,1868.85
2012-03-06,2586.31,2593.64,2575.13,2588.95,000,1855.30
2012-03-05,2636.60,2642.75,2605.59,2614.92,000,1873.91
2012-03-02,2640.43,2650.00,2633.28,2641.58,000,1893.02
2012-03-01,2634.20,2645.91,2625.42,2643.54,000,1894.42
2012-02-29,2638.97,2645.20,2614.48,2623.10,000,1879.78
2012-02-28,2610.04,2634.23,2607.50,2633.46,000,1887.20
2012-02-27,2589.44,2616.86,2579.63,2606.76,000,1868.07
2012-02-24,2602.66,2609.45,2598.67,2604.21,000,1866.24
2012-02-23,2578.91,2598.10,2570.07,2594.93,000,1859.59
2012-02-22,2586.32,2593.05,2575.31,2579.78,000,1848.73
2012-02-21,2589.21,2601.74,2574.32,2590.24,000,1856.23
2012-02-20,2584.24,2584.24,2584.24,2584.24,000,1851.93
2012-02-17,2587.22,2593.56,2572.82,2584.24,000,1851.93
2012-02-16,2555.55,2594.71,2551.68,2592.29,000,1857.70
2012-02-15,2584.95,2600.96,2552.56,2556.01,000,1831.70
2012-02-14,2561.60,2575.24,2553.95,2575.24,000,1845.48
2012-02-13,2564.93,2572.64,2554.29,2569.49,000,1841.36
2012-02-10,2543.86,2553.10,2537.99,2547.32,000,1825.47
2012-02-09,2553.63,2567.28,2541.20,2563.93,000,1837.37
2012-02-08,2533.48,2545.84,2523.88,2545.72,000,1824.32
2012-02-07,2522.79,2537.64,2514.90,2532.06,000,1814.53
2012-02-06,2519.33,2528.30,2513.51,2528.30,000,1811.84
2012-02-03,2518.86,2532.26,2514.99,2529.17,000,1812.46
2012-02-02,2495.83,2495.83,2495.83,2495.83,000,1788.57
2012-02-01,2481.62,2497.31,2474.29,2488.18,000,1783.09
2012-01-31,2476.65,2481.51,2453.05,2467.95,000,1768.59
2012-01-30,2438.52,2468.57,2433.63,2465.32,000,1766.71
2012-01-27,2450.38,2467.46,2449.83,2461.77,000,1764.16
2012-01-26,2474.05,2479.31,2444.83,2454.63,000,1759.05
2012-01-25,2456.55,2470.58,2440.57,2465.66,000,1766.95
2012-01-24,2426.86,2440.20,2423.24,2433.96,000,1744.23
2012-01-23,2437.06,2455.22,2424.29,2437.22,000,1746.57
2012-01-20,2428.66,2438.25,2428.35,2437.02,000,1746.43
2012-01-19,2435.14,2445.59,2433.03,2441.70,000,1749.78
2012-01-18,2396.63,2425.96,2395.43,2425.96,000,1738.50
2012-01-17,2396.14,2404.08,2385.79,2393.24,000,1715.05
2012-01-16,2371.98,2371.98,2371.98,2371.98,000,1699.82
2012-01-13,2371.42,2373.50,2352.76,2371.98,000,1699.82
2012-01-12,2377.34,2384.26,2359.92,2381.99,000,1706.99
2012-01-11,2363.69,2376.58,2357.53,2372.25,000,1700.01
2012-01-10,2374.26,2381.43,2360.98,2367.38,000,1696.52
2012-01-09,2362.53,2363.48,2342.34,2350.65,000,1684.53
2012-01-06,2350.68,2362.58,2341.64,2356.17,000,1688.49
2012-01-05,2326.58,2351.45,2317.52,2348.98,000,1683.33
2012-01-04,2316.53,2333.29,2307.56,2329.71,000,1669.52
2012-01-03,2323.16,2332.24,2315.28,2321.96,000,1663.97
2012-01-02,2277.83,2277.83,2277.83,2277.83,000,1632.35
2011-12-30,2281.91,2289.12,2277.77,2277.83,000,1632.35
2011-12-29,2272.56,2285.72,2264.89,2285.07,000,1637.53
2011-12-28,2294.97,2295.17,2262.22,2267.08,000,1624.64
2011-12-27,2284.29,2301.30,2281.86,2293.12,000,1643.30
2011-12-26,2287.57,2287.57,2287.57,2287.57,000,1639.33
2011-12-23,2274.35,2287.96,2268.24,2287.57,000,1639.33
2011-12-22,2254.68,2268.59,2251.31,2266.77,000,1624.42
2011-12-21,2265.90,2267.01,2222.68,2249.03,000,1611.71
2011-12-20,2253.19,2283.45,2252.57,2281.94,000,1635.29
2011-12-19,2244.37,2250.27,2209.57,2215.27,000,1587.51
2011-12-16,2238.59,2267.55,2234.30,2238.18,000,1603.93
2011-12-15,2253.14,2253.21,2223.52,2226.71,000,1595.71
2011-12-14,2259.84,2260.52,2219.68,2233.03,000,1600.24
2011-12-13,2308.29,2316.90,2258.71,2268.37,000,1625.57
2011-12-12,2295.43,2295.53,2274.15,2292.24,000,1642.67
2011-12-09,2287.27,2325.64,2287.27,2318.68,000,1661.62
2011-12-08,2309.53,2324.04,2278.42,2282.59,000,1635.76
2011-12-07,2312.55,2331.73,2292.15,2320.54,000,1662.95
2011-12-06,2327.65,2335.79,2313.99,2321.49,000,1663.63
2011-12-05,2336.55,2343.10,2315.18,2326.95,000,1667.55
2011-12-02,2327.87,2331.12,2301.25,2302.04,000,1649.70
2011-12-01,2294.27,2314.90,2292.26,2309.20,000,1654.83
2011-11-30,2270.28,2295.35,2264.72,2295.20,000,1644.79
2011-11-29,2225.12,2240.63,2205.77,2211.39,000,1584.73
2011-11-28,2207.68,2227.81,2206.69,2224.22,000,1593.93
2011-11-25,2159.94,2182.28,2150.71,2150.88,000,1541.37
2011-11-24,2166.54,2166.54,2166.54,2166.54,000,1552.59
2011-11-23,2199.46,2203.14,2166.54,2166.54,000,1552.59
2011-11-22,2205.31,2224.04,2191.87,2216.33,000,1588.27
2011-11-21,2219.88,2225.54,2188.14,2211.14,000,1584.55
2011-11-18,2273.64,2274.62,2250.94,2253.95,000,1615.23
2011-11-17,2320.64,2320.81,2257.92,2272.09,000,1628.23
2011-11-16,2345.27,2365.13,2322.05,2324.37,000,1665.70
2011-11-15,2334.24,2375.10,2331.75,2366.24,000,1695.70
2011-11-14,2350.91,2362.46,2333.55,2341.32,000,1677.84
2011-11-11,2336.44,2363.12,2330.63,2355.78,000,1688.21
2011-11-10,2338.60,2338.91,2290.53,2312.07,000,1656.88
2011-11-09,2346.74,2354.90,2307.78,2314.10,000,1658.34
2011-11-08,2386.19,2402.51,2362.23,2400.01,000,1719.90
2011-11-07,2353.82,2372.72,2329.68,2371.04,000,1699.14
2011-11-04,2353.51,2364.37,2331.46,2356.32,000,1688.59
2011-11-03,2340.14,2369.77,2311.20,2367.71,000,1696.76
2011-11-02,2321.90,2329.06,2298.71,2318.32,000,1661.36
2011-11-01,2301.11,2321.36,2287.74,2298.37,000,1647.07
2011-10-31,2376.99,2389.29,2359.85,2360.08,000,1691.29
2011-10-28,2386.02,2404.80,2384.97,2401.29,000,1720.82
2011-10-27,2390.69,2412.52,2365.91,2399.83,000,1719.77
2011-10-26,2349.85,2355.02,2291.78,2334.79,000,1673.17
2011-10-25,2375.49,2375.53,2332.18,2335.87,000,1673.94
2011-10-24,2341.71,2389.91,2341.15,2384.42,000,1708.73
2011-10-21,2332.21,2349.79,2314.77,2335.93,000,1673.98
2011-10-20,2317.34,2317.34,2274.49,2306.29,000,1652.74
2011-10-19,2348.52,2357.55,2310.65,2316.81,000,1660.28
2011-10-18,2331.98,2375.26,2309.88,2364.87,000,1694.72
2011-10-17,2359.53,2367.21,2322.53,2334.38,000,1672.87
2011-10-14,2360.00,2371.94,2344.74,2371.94,000,1699.79
2011-10-13,2300.86,2330.64,2299.73,2326.88,000,1667.50
2011-10-12,2316.76,2331.91,2305.31,2307.18,000,1653.38
2011-10-11,2272.64,2300.70,2269.54,2294.92,000,1644.59
2011-10-10,2241.17,2278.74,2237.48,2278.65,000,1632.93
2011-10-07,2217.51,2227.38,2190.26,2202.76,000,1578.55
2011-10-06,2181.58,2218.30,2169.57,2217.99,000,1589.46
2011-10-05,2121.03,2187.56,2106.62,2182.77,000,1564.22
2011-10-04,2064.01,2131.31,2042.90,2129.21,000,1525.84
2011-10-03,2128.02,2153.95,2084.30,2085.04,000,1494.19
2011-09-30,2167.24,2185.61,2139.17,2139.18,000,1532.99
2011-09-29,2255.55,2258.96,2160.20,2197.68,000,1574.91
2011-09-28,2266.29,2281.09,2218.77,2220.84,000,1591.51
2011-09-27,2270.69,2290.71,2241.75,2253.55,000,1614.95
2011-09-26,2216.66,2237.13,2170.14,2234.28,000,1601.14
2011-09-23,2165.75,2216.75,2165.62,2206.86,000,1581.49
2011-09-22,2196.63,2219.72,2151.48,2184.59,000,1565.53
2011-09-21,2308.41,2321.22,2257.55,2258.30,000,1618.35
